,Title,Vote_Average
8871,Don't Tell Mom the Babysitter's Dead,6.1
8872,Nineteen Eighty-Four,6.9
8873,She Devils of the SS,3.9
8874,When the Lights Went Out,5.7
8875,36th Precinct,6.8
8876,Night of the Animated Dead,6.4
8877,Cuban Fury,6.0
8878,North Country,7.2
8879,Terror Trap,5.0
8880,Johnny Handsome,6.2
8881,Grand Piano,6.0
8882,Dorothy Mills,6.1
8883,Song of the South,6.5
8884,Disney Princess Enchanted Tales: Follow Your Dreams,6.5
8885,Roujin Z,6.4
8886,Age of Dinosaurs,4.1
8887,Raped by an Angel,4.7
8888,Force 10 From Navarone,6.3
8889,Fullmetal Alchemist,5.3
8890,Tom and Jerry: Back to Oz,5.6
8891,Joseph and Mary,5.0
8892,Candyman: Day of the Dead,4.7
8893,Onibaba,7.8
8894,Fist of the North Star,7.0
8895,Elevator to the Gallows,7.6
8896,Sweet Family,7.7
8897,Victim of Desire,4.4
8898,The Invisible,6.3
8899,Calibre,6.5
8900,Total Eclipse,6.5
8901,D.A.R.Y.L.,6.3
8902,Super Crazy,6.5
8903,Sympathy for Mr. Vengeance,7.5
8904,The Apparition,4.4
8905,If Only,6.9
8906,Urban Legend,5.7
8907,Revenge of the Pink Panther,6.6
8908,Star Trek: Generations,6.5
8909,Late Spring,8.1
8910,Salt and Fire,4.8
8911,Tramps,6.1
8912,Urge,4.3
8913,The Cannonball Run,6.1
8914,Inazuma Eleven Go vs. Danball Senki W,6.5
8915,The Cure,7.9
8916,Rise of the Legend,6.2
8917,The Immigrant,6.3
8918,The Marine 6: Close Quarters,6.9
8919,Moon Crash,3.5
8920,Miss Violence,7.1
8921,Incarnate,5.4
8922,Sanjuro,8.0
8923,Air Bud,5.5
8924,Breaking Boundaries: The Science of Our Planet,7.5
8925,"My Brother, My Sister",6.6
8926,Open Grave,6.0
8927,Gone,6.2
8928,Kicking & Screaming,5.8
8929,Born in China,7.3
8930,Donkey's Christmas Shrektacular,5.7
8931,Ivan Vasilyevich Changes His Profession,8.0
8932,Inspector Clouseau,5.3
8933,The Cassandra Crossing,6.2
8934,The Beastmaster,6.4
8935,One Million Years B.C.,6.1
8936,The Wailer 2,6.7
8937,Last Night,6.1
8938,Marked for Death,6.0
8939,Anatomy of Hell,4.8
8940,Marvin's Room,6.7
8941,"Merry Christmas, Mr. Lawrence",7.4
8942,The Silence of the Sky,6.4
8943,The Collector,7.4
8944,1941,5.8
8945,The Killing,7.7
8946,The Land Before Time V: The Mysterious Island,6.1
8947,Friday After Next,6.2
8948,Danton,6.8
8949,Isi & Ossi,7.0
8950,Return to Oz,6.6
8951,The Letters,5.8
8952,The Grapes of Wrath,7.9
8953,Haikyuu!! Movie 4: Battle of Concepts,8.3
8954,Duplex,6.1
8955,Om Shanti Om,7.0
8956,The Yin Yang Master,6.8
8957,American Psycho II: All American Girl,4.5
8958,Ikiru,8.4
8959,The Guard,7.0
8960,Persian Lessons,7.5
8961,Rolling to You,6.6
8962,Pokémon: The Mastermind of Mirage Pokémon,6.7
8963,Buffaloed,6.9
8964,Affliction,6.4
8965,Vixen: The Movie,7.0
8966,Chasing Liberty,6.2
8967,Cat Ballou,6.5
8968,Baskin,5.8
8969,Anne of Green Gables: The Sequel,8.0
8970,The Last Mimzy,6.3
8971,A Mermaid's Tale,5.4
8972,Melody Time,6.2
8973,Someone Like You...,5.9
8974,Knife in the Water,7.2
8975,The Wild Bunch,7.7
8976,Wakefield,6.1
8977,Raw Justice,4.5
8978,Untamed Heart,6.8
8979,The Emperor's Club,7.0
8980,Pulse,5.0
8981,Don't Say a Word,6.2
8982,Nameless Gangster,6.9
8983,Meteor Moon,2.6
8984,Butterfly on a Wheel,6.4
8985,Cop Out,5.6
8986,Picture This,5.7
8987,Have a Good Trip: Adventures in Psychedelics,6.8
8988,Wuthering Heights,5.9
8989,The Glass House,5.9
8990,Chucky's Vacation Slides,6.3
8991,A Very Murray Christmas,5.3
8992,The Burning Plain,6.5
8993,Supercross,6.2
8994,Star Trek II: The Wrath of Khan,7.5
8995,Fat Girl,6.2
8996,Rebecca,7.9
8997,"Turu, the Wacky Hen",7.3
8998,The Dinner,4.4
8999,Blues Brothers 2000,5.4
9000,The Lost Bladesman,6.3
9001,Ted Bundy: Mind of a Monster,7.6
9002,Blindspotting,7.4
9003,Bratz: Rock Angelz,6.1
9004,Bullet in the Head,7.6
9005,You're Killing Me Susana,6.5
9006,Bloodsport II,5.5
9007,Paradise Beach,5.2
9008,Paradise Alley,5.9
9009,Watership Down,7.2
9010,Felony,5.7
9011,Sid and Nancy,6.8
9012,Altitude,4.8
9013,"You, Me and Dupree",5.6
9014,Knight Rider,6.5
9015,Fearless Hyena 2,5.9
9016,Everyone's Hero,5.9
9017,Mark Felt: The Man Who Brought Down the White House,6.1
9018,The Golden Glove,7.0
9019,Boomerang,5.6
9020,Hellraiser: Bloodline,5.3
9021,The Survivalist,4.6
9022,Paparazzi,5.4
9023,Fight Back to School,6.6
9024,Code Name: The Cleaner,5.2
9025,A Secret Love,7.4
9026,An American Pickle,5.8
9027,Airport '77,5.5
9028,Like Father,6.3
9029,The Ark,6.3
9030,Freelancers,5.1
9031,Albert Nobbs,6.3
9032,Who Said Detox?,0.0
9033,The Old Ways,7.3
9034,Horse Girl,5.6
9035,Vita & Virginia,6.9
9036,The Undefeated,6.2
9037,"OSS 117: Cairo, Nest of Spies",7.3
9038,Fire Down Below,5.6
9039,#AnneFrank. Parallel Stories,7.0
9040,Angels Fallen,5.7
9041,We Are Marshall,6.9
9042,Unknown Origins,6.2
9043,Get a Job,5.3
9044,A Good Year,6.7
9045,Naked Lunch,7.0
9046,Charlotte's Web,6.7
9047,See Spot Run,5.8
9048,Repulsion,7.5
9049,Midnight Runners,7.5
9050,Good Bye Lenin!,7.6
9051,Double World,6.7
9052,Cemetery Junction,6.5
9053,Jumpin' Jack Flash,6.1
9054,Matador,6.6
9055,Yentl,6.5
9056,Champions,7.6
9057,The Crew,6.2
9058,Samsara,8.2
9059,Quiz Show,7.3
9060,Forces of Nature,5.4
9061,Stockholm,5.9
9062,Mutiny on the Bounty,7.4
9063,The Executioner,7.6
9064,Madame Bovary,5.7
9065,Seabiscuit,7.0
9066,The Devil's Own,6.1
9067,Blind Date,6.0
9068,The Queen of Spain,5.2
9069,Joshua Tree,6.0
9070,Cold Blood,5.3
9071,Resistance,7.0
9072,Christmas Vacation 2: Cousin Eddie's Island Adventure,4.2
9073,The Perilous Internet Ring,6.9
9074,BPM (Beats per Minute),7.8
9075,The Land Before Time IX: Journey to Big Water,6.2
9076,Up in the Air,6.8
9077,Five Nights at Freddy's: The Fan Film,0.0
9078,Unleashing Mr. Darcy,5.6
9079,Dave,6.6
9080,Mean Streets,7.1
9081,Elle,6.6
9082,Revenge of the Nerds,6.5
9083,Psych: The Movie,7.5
9084,Bad Lieutenant,7.1
9085,Jay and Silent Bob Strike Back,6.4
9086,Joe Somebody,5.8
9087,The Bridge at Remagen,6.6
9088,Escape from Mogadishu,7.2
9089,Patrick,6.7
9090,Heart and Souls,7.0
9091,We Own the Night,6.7
9092,Hope Gap,6.2
9093,Planet of the Sharks,4.0
9094,Bucky Larson: Born to Be a Star,4.5
9095,Lady in the Water,5.5
9096,The Beta Test,6.4
9097,Once Upon a Forest,6.7
9098,The Disaster Artist,7.1
9099,The Legend of Hei,8.6
9100,Arthur & Merlin: Knights of Camelot,5.4
9101,The Swordsman,7.7
9102,Love Me If You Dare,7.3
9103,American Ninja 5,4.6
9104,Oscenità,6.8
9105,Torn Curtain,6.6
9106,Dreambuilders,7.5
9107,Rob the Mob,6.1
9108,Lotoman,7.0
9109,Arabian Nights,6.7
9110,Dangerous Liaisons,7.3
9111,Sailor Moon S the Movie: Hearts in Ice,7.5
9112,The Lion in Winter,7.4
9113,Toolbox Murders,5.7
9114,She-Devil,5.9
9115,The Company of Wolves,6.4
9116,Thirst,7.1
9117,The Deep End of the Ocean,6.4
9118,You Don't Know Jack,7.1
9119,Let It Shine,7.0
9120,Five Minutes of Heaven,6.2
9121,King Solomon's Mines,5.5
9122,Life Itself,7.2
9123,Cape Fear,7.5
9124,The New Adventures of Aladdin,4.7
9125,Prime,5.9
9126,The Greatest Show on Earth,6.4
9127,Casshern,5.9
9128,"Patricia, A Hidden Passion",5.7
9129,The Far Country,6.9
9130,The Land Before Time VIII: The Big Freeze,6.0
9131,Saturn 3,5.3
9132,Casper's Haunted Christmas,5.4
9133,Julie & Julia,6.7
9134,Red Corner,6.2
9135,Steel Rain,7.3
9136,White Oleander,7.1
9137,The Horse Whisperer,6.9
9138,Monster,6.5
9139,The Brides of Dracula,6.9
9140,The Black Stallion,7.1
9141,Far and Away,6.7
9142,Julieta,7.0
9143,Akira,6.0
9144,The Little Mermaid,0.0
9145,The Climb,6.8
9146,Vampyr,7.5
9147,Shimmer Lake,5.9
9148,The Land Before Time XIII: The Wisdom of Friends,6.2
9149,The Producers,7.2
9150,Big Jake,6.9
9151,Home Sweet Hell,5.4
9152,Major League,6.9
9153,The Train,7.5
9154,Jacob's Ladder,7.4
9155,The Kashmir Files,0.0
9156,Where's the Money,5.8
9157,Message from the King,6.3
9158,Mobile Suit Gundam: Char's Counterattack,6.8
9159,The Informant!,6.1
9160,Roma,7.3
9161,Coffee & Kareem,5.6
9162,Company of Heroes,5.4
9163,Deathstalker II,5.8
9164,Return of the Living Dead: Necropolis,5.3
9165,Zola,6.2
9166,The Philadelphia Experiment,4.8
9167,Howard the Duck,5.4
9168,The Assassin,6.4
9169,The Ballad of Narayama,7.4
9170,Pollyanna,7.1
9171,The Story of Star Wars,6.8
9172,Terra Formars,5.7
9173,Haikyuu!! Movie 2: Winners and Losers,8.2
9174,I Origins,7.6
9175,Zapped!,5.2
9176,Pooh's Heffalump Halloween Movie,6.8
9177,The Gendarme and the Creatures from Outer Space,6.1
9178,Geronimo: An American Legend,6.3
9179,Hallam Foe,6.5
9180,The Objective,5.5
9181,The Children Act,6.5
9182,Eye for an Eye,6.1
9183,Fresh,7.2
9184,Highlander III: The Sorcerer,4.7
9185,Outrage,6.9
9186,Grace,5.0
9187,I Love America,0.0
9188,Futurama: The Beast with a Billion Backs,7.0
9189,Seduction,5.9
9190,Stick It,6.8
9191,Castaway on the Moon,8.0
9192,The Forbidden Legend: Sex & Chopsticks,5.6
9193,What About Bob?,6.8
9194,Charade,7.7
9195,Rope,8.0
9196,The Right Mom,4.7
9197,On the Waterfront,8.0
9198,Brother,7.1
9199,The Man Who Killed Hitler and Then the Bigfoot,5.4
9200,See You Up There,7.9
9201,Godzilla 1985,6.7
9202,Shortcut to Happiness,5.7
9203,The Spy Gone North,7.4
9204,Altitude,4.8
9205,The Stronghold,7.3
9206,The Drawn Together Movie: The Movie!,6.3
9207,As Tears Go By,7.0
9208,The Debt,6.5
9209,Game of Death II,5.5
9210,Billie Eilish: The World's a Little Blurry,8.6
9211,"Live Twice, Love Once",7.5
9212,The Smurfs and the Magic Flute,6.5
9213,Malicious,5.8
9214,A Close Shave,7.5
9215,Copying Beethoven,6.4
9216,The Swap,6.9
9217,I'm Not There,6.6
9218,Like Stars on Earth,8.0
9219,Air America,5.8
9220,Looks That Kill,7.3
9221,San Andreas Mega Quake,5.3
9222,Flicka,6.9
9223,Rising Phoenix,8.2
9224,Comrades: Almost a Love Story,7.4
9225,The Recruit,6.3
9226,The Rider,7.3
9227,Dance with Me,6.8
9228,Norwegian Wood,6.4
9229,Barbie and the Secret Door,7.2
9230,Chitty Chitty Bang Bang,6.8
9231,Embrace of the Vampire,5.0
9232,High Society,7.0
9233,The Fresh Prince of Bel-Air Reunion,8.6
9234,Hounds of Love,6.1
9235,Mega Shark vs. Crocosaurus,3.9
9236,Detective Conan: The Scarlet Bullet,6.8
9237,Hulk: Where Monsters Dwell,7.0
9238,BloodRayne,4.2
9239,Teen Spirit,6.0
9240,K-911,5.5
9241,Transit,5.7
9242,Untitled Digimon 02 Reboot Movie,2.0
9243,"The Looney, Looney, Looney Bugs Bunny Movie",7.1
9244,Mishima: A Life in Four Chapters,7.8
9245,Silhouette,5.3
9246,The Lavender Hill Mob,7.2
9247,Ask Me Anything,5.6
9248,Guns of the Magnificent Seven,5.0
9249,Tales from the Crypt: Demon Knight,6.8
9250,Battle of Jangsari,6.8
9251,After She Wakes,5.1
9252,The Real McCoy,5.7
9253,Wild Target,6.4
9254,Wishmaster 3: Beyond the Gates of Hell,4.5
9255,Crip Camp: A Disability Revolution,7.2
9256,Cirque du Soleil: Worlds Away,7.0
9257,The Little Mermaid II: Return to the Sea,6.4
9258,The Tower,7.0
9259,The Lift,6.0
9260,Barbie: Dolphin Magic,6.9
9261,The Tuche Family,6.0
9262,Godzilla vs. SpaceGodzilla,6.6
9263,Yu☆Gi☆Oh!,7.0
9264,Miss Fisher and the Crypt of Tears,5.8
9265,Grease Live,7.1
9266,Empire of Dreams: The Story of the Star Wars Trilogy,7.7
9267,American Wrestler: The Wizard,7.5
9268,The Way Home,7.8
9269,To Steal from a Thief,6.2
9270,Super Troopers,6.6
9271,Swing Kids,6.7
9272,Partly Cloudy,7.9
9273,Dead in Tombstone,5.0
9274,The Pit and the Pendulum,6.9
9275,Curious George: A Very Monkey Christmas,6.9
9276,Catch and Release,5.9
9277,The Defiant Ones,7.1
9278,The Connection,7.1
9279,Sleepaway Camp,6.3
9280,Hud,7.3
9281,The Courageous Heart of Irena Sendler,7.1
9282,Guilty as Sin,5.8
9283,The Color of Money,6.8
9284,La Vie en Rose,7.5
9285,D-Tox,5.6
9286,Dead End,6.4
9287,This Is Our Time,5.9
9288,Avengers Grimm: Time Wars,4.9
9289,Devil's Bride,5.9
9290,Santa Claus Is Comin' to Town,7.1
9291,The Bachelor,5.2
9292,Rose Island,7.1
9293,The Rape,5.0
9294,A Hologram for the King,5.8
9295,The Searchers,7.8
9296,Blood Brothers: Malcolm X and Muhammad Ali,7.6
9297,The Breadwinner,7.9
9298,The Gospel According to Matthew,7.4
9299,City Slickers II: The Legend of Curly's Gold,5.2
9300,The Captain,7.1
9301,Blown Away,6.1
9302,The Resistance Banker,6.7
9303,Haikyuu!! Movie 3: Genius and Sense,7.8
9304,Second in Command,5.8
9305,Beanpole,7.2
9306,Zombie Massacre 2: Reich of the Dead,4.6
9307,Les Misérables,7.2
9308,Rise: Blood Hunter,5.0
9309,The Wanderers,7.1
9310,Ricochet,6.1
9311,A Wizard's Tale,5.9
9312,Gamera vs. Gyaos,6.6
9313,The Red Ghost,6.6
9314,Body Cam,6.3
9315,Samurai Rebellion,8.2
9316,Inferno,6.7
9317,Destination Wedding,5.7
9318,Hellboy Animated: Sword of Storms,6.2
9319,Bao,7.6
9320,Angels in the Outfield,5.9
9321,Curious George 3: Back to the Jungle,6.8
9322,The Fencer,7.0
9323,Eleven Silent Men,2.5
9324,Sharknado,3.9
9325,Christmas Made to Order,6.2
9326,Dolphin Tale,6.9
9327,Be Cool,5.4
9328,Batman,6.6
9329,The Crow: Wicked Prayer,3.4
9330,The Cranes Are Flying,8.0
9331,Noroi: The Curse,6.8
9332,Bowling for Columbine,7.6
9333,Hello World,7.2
9334,I'm Thinking of Ending Things,6.6
9335,Immortal Beloved,7.1
9336,High and Low,8.3
9337,SPF-18,4.4
9338,Big Buck Bunny,6.5
9339,Vidocq,5.9
9340,The Octagon,5.1
9341,Above the Rim,6.9
9342,Phenomenon,6.3
9343,3022,5.5
9344,Raise the Titanic,5.5
9345,While the Wolf's Away,7.6
9346,Stir Crazy,6.5
9347,Dangal,8.0
9348,Ratter,5.1
9349,Wonder Boys,6.9
9350,Macbeth,7.1
9351,LOL,6.1
9352,Some Like It Rare,6.9
9353,Union of Salvation,6.9
9354,A Better Tomorrow,7.4
9355,Hero,6.4
9356,No Time for Nuts,7.3
9357,The Negotiation,7.0
9358,Garfield's Pet Force,5.7
9359,The Green Butchers,7.2
9360,Body Double,6.7
9361,Lost & Found,5.2
9362,RRRrrrr!!!,6.3
9363,K-ON! The Movie,7.9
9364,Big Miracle,6.6
9365,Little Lord Fauntleroy,7.4
9366,Return to Nim's Island,6.4
9367,Taps,6.9
9368,The Artist,7.4
9369,The Call,5.4
9370,The Land Before Time VI: The Secret of Saurus Rock,6.1
9371,Doraemon: Nobita and the Green Giant Legend,6.4
9372,The Berlin File,6.7
9373,The Man in the Moon,7.3
9374,The Emerald Forest,6.7
9375,My Favorite Wedding,7.1
9376,The Black Hole,5.8
9377,The Night of the Hunter,7.9
9378,Jesse Stone: Stone Cold,7.0
9379,Born Yesterday,7.2
9380,I'm Gonna Git You Sucka,6.3
9381,Firewalker,5.4
9382,Running Scared,7.0
9383,Bruce Lee: The Legend,8.2
9384,Hanasaku Iroha: Home Sweet Home,6.1
9385,Wings,7.2
9386,Crazy/Beautiful,6.6
9387,Liz and the Blue Bird,7.1
9388,Voyage of the Damned,6.1
9389,Goal! II: Living the Dream,5.9
9390,Flower & Snake II,6.5
9391,Checkered Ninja 2,6.3
9392,Auto Focus,6.4
9393,Hard Rain,5.8
9394,Alien Convergence,4.1
9395,Desierto,6.1
9396,Obsessed,5.8
9397,"Marry Me, Dude",6.3
9398,Scorched Earth,5.3
9399,Urusei Yatsura: Remember My Love,5.1
9400,Conspiracy Theory,6.6
9401,Kung Fu Master Huo Yuanjia,10.0
9402,Under the Sea: A Descendants Story,7.7
9403,Barton Fink,7.5
9404,Redline,5.0
9405,Prom Night,5.1
9406,Some Kind of Wonderful,6.8
9407,The General's Daughter,6.4
9408,Effie Gray,5.9
9409,Safety Not Guaranteed,6.8
9410,Lions for Lambs,6.0
9411,Hacksaw,5.3
9412,A Dog's Will,8.5
9413,Cencoroll,6.1
9414,The Guilt Trip,5.5
9415,While We're Young,5.9
9416,Caddyshack,6.7
9417,Like.Share.Follow.,5.2
9418,The Secret: Dare to Dream,7.3
9419,Harvey,7.7
9420,Made in Italy,6.0
9421,Woman Walks Ahead,6.8
9422,Timecrimes,7.0
9423,The Guru,5.2
9424,The Tribes of Palos Verdes,5.3
9425,The Lady Vanishes,7.5
9426,Spielberg,7.6
9427,Confidential Assignment,6.9
9428,The Oil-Hell Murder,5.5
9429,Cómo Filmar Una XXX,5.9
9430,Lord of Illusions,6.0
9431,32 Malasana Street,6.5
9432,Becky,6.4
9433,College Road Trip,5.5
9434,The Sure Thing,6.6
9435,Crying Freeman,6.3
9436,The Man Who Killed Don Quixote,6.8
9437,A Guy Thing,5.9
9438,Hairspray,6.9
9439,Nocturama,6.5
9440,Emanuelle in America,5.1
9441,I Am Jonas,6.8
9442,The Trials of Cate McCall,6.3
9443,Drive Me Crazy,6.4
9444,Ghost Town,6.5
9445,Look Who's Talking Too,5.5
9446,About Love. Adults Only,6.1
9447,Post Grad,5.0
9448,An Education,6.9
9449,The Big Brawl,6.1
9450,Carnage,7.2
9451,Ghost in the Shell: Stand Alone Complex - Solid State Society,7.5
9452,WarGames,7.1
9453,The Drowning,4.5
9454,"¡A Volar, Joven!",7.9
9455,The Swan Princess: Escape from Castle Mountain,6.0
9456,Love Wrecked,5.1
9457,Reap the Wild Wind,6.6
9458,Firefox,6.0
9459,Tigerland,6.6
9460,Dead Man Walking,7.4
9461,Suspicion,7.1
9462,Hollow Man II,4.9
9463,Little Buddha,6.3
9464,Mr. Magoo,4.4
9465,Assassination Games,6.2
9466,Troll,4.9
9467,Sex Story: Fifty Shades of Grey,5.3
9468,3 Men and a Baby,6.2
9469,The Fly,7.1
9470,Brotherhood of Blades,6.6
9471,The Odd Couple,7.6
9472,Vanishing Point,7.2
9473,Southland Tales,5.0
9474,Smokin' Aces 2: Assassins' Ball,5.4
9475,My Best Friend,7.1
9476,Population 436,5.8
9477,"Ronia, The Robber's Daughter",6.9
9478,One Piece Episode of Merry: The Tale of One More Friend,7.3
9479,Sideways,7.1
9480,Legend of the Red Dragon,6.6
9481,Death Sentence,6.6
9482,Get Him to the Greek,5.9
9483,My Father the Hero,5.4
9484,Frankenstein Meets the Wolf Man,6.3
9485,All the Boys Love Mandy Lane,5.5
9486,Cop Car,5.9
9487,Moscow Does Not Believe in Tears,7.8
9488,Once Bitten,5.6
9489,Escape to Victory,6.8
9490,How to Be Really Bad,6.9
9491,Sube y Baja,8.0
9492,Wild Mountain Thyme,5.3
9493,Taxidermia,6.6
9494,Val,7.1
9495,Feast of Love,6.2
9496,Live Flesh,7.1
9497,Room on the Broom,6.4
9498,The Postman,6.2
9499,My Friend's Mom,3.8
9500,American Ninja 3: Blood Hunt,4.8
9501,Futureworld,6.0
9502,Elvis & Nixon,5.9
9503,The Incredible Hulk Returns,6.1
9504,Southbound,6.0
9505,Inside Job,7.7
9506,Victor Crowley,5.6
9507,King Cobra,5.9
9508,The Big Sleep,7.7
9509,Detective Conan: The Phantom of Baker Street,7.6
9510,King of Thieves,5.4
9511,Twin Sitters,6.4
9512,Sinbad and the Eye of the Tiger,6.6
9513,Drop Zone,5.6
9514,Hammer of the Gods,4.4
9515,Daniel Isn't Real,6.1
9516,The Punisher: Dirty Laundry,7.1
9517,Pippi Longstocking,6.8
9518,Assassination Classroom the Movie: 365 Days' Time,6.7
9519,Guernica,5.4
9520,Jack Hunter and the Quest for Akhenaten's Tomb,6.4
9521,Valentine,5.4
9522,Fame,5.7
9523,Feast II: Sloppy Seconds,5.3
9524,"Planes, Trains and Automobiles",7.2
9525,Underdog Kids,5.6
9526,Alice in Wonderland,6.2
9527,Baby Boy,7.1
9528,The Gods Must Be Funny in China,5.3
9529,Can't Buy Me Love,7.0
9530,Billionaire Boys Club,5.6
9531,Teeth,5.2
9532,The Assistant,6.5
9533,Three Little Pigs,6.8
9534,Kidnapped,6.0
9535,A Dirty Shame,5.3
9536,Persona 3 the Movie: #3 Falling Down,7.1
9537,Rape Zombie: Lust of the Dead 2,4.6
9538,Stranger by the Lake,6.3
9539,Cleanskin,5.7
9540,Audible,7.1
9541,A Rough Draft,5.5
9542,Minecraft: The Story of Mojang,7.3
9543,Attack the Block,6.4
9544,Weekend at Bernie's,6.4
9545,White Palace,6.2
9546,Funny Girl,7.3
9547,Lucky Luke,4.4
9548,I Want You,4.8
9549,Arsenal,4.6
9550,See No Evil 2,5.3
9551,The Heiress,7.7
9552,Enforcement,6.2
9553,El encanto,6.3
9554,Lottery Ticket,5.6
9555,Half Past Dead,5.2
9556,The ABCs of Death,5.0
9557,The Great Raid,6.6
9558,Chickenhare and the Hamster of Darkness,6.4
9559,Fireworks,7.7
9560,iParty with Victorious,7.8
9561,The Conquest of Siberia,6.4
9562,Herod's Law,8.0
9563,The Valet,5.9
9564,Glory Road,7.5
9565,The Stepfather,5.8
9566,Cold Creek Manor,5.3
9567,Double Dragon,4.3
9568,The Mimic,6.6
9569,Lean On Me,7.2
9570,Inland Empire,7.1
9571,Crown Vic,6.1
9572,Dog Days,6.8
9573,The Devil's Backbone,7.3
9574,Buried Alive,6.7
9575,The Adventures of Rocky & Bullwinkle,4.1
9576,Poetry,7.5
9577,Extreme Movie,4.6
9578,Get Over It,5.6
9579,Boundin',6.6
9580,Mystic Pizza,6.3
9581,Marquis de Sade: Justine,5.3
9582,Tales of Halloween,5.7
9583,It's Complicated,6.5
9584,Up to You,7.0
9585,Accidental Love,4.2
9586,The Little Bather,6.7
9587,A Little Chaos,6.3
9588,The Family Stone,6.3
9589,The Rewrite,6.0
9590,"Kiki, Love to Love",6.2
9591,The Final Cut,6.0
9592,Sommersby,6.3
9593,The Soloist,6.7
9594,Prince of Darkness,6.8
9595,Life Like,6.4
9596,Populaire,6.6
9597,The Tortured,5.3
9598,Latter Days,6.8
9599,Jade,5.4
9600,Let the Right One In,7.5
9601,Blueberry,4.8
9602,Nostalgia,7.9
9603,Hustle & Flow,7.1
9604,Luce,6.5
9605,The Players,4.7
9606,Seven Days in May,7.3
9607,Tin Toy,6.2
9608,Go for It,6.9
9609,Pooka!,6.1
9610,Daddy Long Legs,6.5
9611,Detective Conan: The Raven Chaser,7.3
9612,Black Candles,6.4
9613,Tokyo Decadence,5.9
9614,Celebrity,5.9
9615,Dark Light,6.1
9616,The Gruffalo,7.2
9617,Summer Days with Coo,7.6
9618,Kung Fury,7.5
9619,Mosul,6.7
9620,Tombstone of the Fireflies,7.4
9621,On a Magical Night,6.3
9622,Absolutely Fabulous: The Movie,5.4
9623,Maudie,7.8
9624,"God, Sex and Truth",5.3
9625,Stay,6.6
9626,Krabat,5.8
9627,Crayon Shin-chan: Action Mask vs. Leotard Devil,6.9
9628,A Moment of Romance,6.6
9629,The Best Little Whorehouse in Texas,6.1
9630,Stratton,5.0
9631,This Is It,7.2
9632,Katyn,6.8
9633,Penny Dreadful,5.5
9634,Michel Vaillant,5.5
9635,The Man Who Would Be King,7.5
9636,Faust,7.9
9637,Ali G Indahouse,6.1
9638,Saints and Soldiers: Airborne Creed,5.5
9639,Clouds of Sils Maria,6.6
9640,Iceman,6.1
9641,The Immortal Life of Henrietta Lacks,6.6
9642,School Dance,7.5
9643,Return of the Living Dead: Rave to the Grave,5.2
9644,Red Sun,6.9
9645,Romeo Is Bleeding,6.1
9646,Here Alone,5.7
9647,Cutie Honey,6.4
9648,Night and the City,7.6
9649,Ouija: Summoning (You Will Kill),4.3
9650,Dil To Pagal Hai,6.8
9651,Housesitter,6.1
9652,Jay and Silent Bob Reboot,5.7
9653,Under the Tree,6.8
9654,Gotti,5.3
9655,Winx Club: The Mystery of the Abyss,6.8
9656,The Island of Dr. Moreau,5.5
9657,4Got10,5.2
9658,Evita,6.2
9659,Doraemon: Nobita's New Dinosaur,7.2
9660,Trumbo,7.2
9661,Proof of Life,6.1
9662,High Noon,7.7
9663,Desperados,6.1
9664,The Head Hunter,5.4
9665,Coda,6.4
9666,My Week With Marilyn,6.7
9667,The Hitcher,5.9
9668,Sorry to Bother You,6.8
9669,The Reef,5.7
9670,The New King of Comedy,5.6
9671,High☆Speed!: Free! Starting Days,7.3
9672,All Roads Lead to Rome,5.0
9673,Underground,7.7
9674,Bigger Fatter Liar,5.5
9675,Wolf Totem,6.5
9676,The Haunted World of El Superbeasto,6.0
9677,Table 19,6.0
9678,Air Bud: Seventh Inning Fetch,5.5
9679,Under Suspicion,6.1
9680,Asterix vs. Caesar,6.4
9681,Vivre Sa Vie,7.8
9682,Marshland,7.0
9683,Fatale,6.2
9684,Airheads,6.0
9685,The United States of Leland,6.5
9686,Meru,7.4
9687,Return to House on Haunted Hill,5.5
9688,Maggie Simpson in The Longest Daycare,6.9
9689,Frost/Nixon,7.3
9690,Ted K,6.2
9691,A Lonely Place to Die,6.1
9692,Winter in Wartime,6.8
9693,Black '47,6.6
9694,Night of the Demons,6.3
9695,American Graffiti,7.1
9696,An Affair,5.0
9697,Sexy Movie,4.1
9698,The Blackcoat's Daughter,5.7
9699,XOXO,6.0
9700,Saving Grace,6.5
9701,Dad's Army,4.8
9702,Dead Man Down,6.1
9703,Tarzan the Ape Man,6.8
